model,1,3,6,12,24
Naive,30.617581499440146,45.46500681820124,60.07334475378995,75.4470118859985,90.92859894219507
RandomForest,18.174492788243438,36.51786730500911,51.24661831963692,63.68961517313291,73.40383580297214
