tag,prep_time_s,train_time_s,total_time_s,rmse,mae,r2,n_train,d
full,0.0,6.139832019805908,6.139832019805908,9.88678583351594,5.0963957714768835,0.9860140768858061,28048,119
rp_15,0.002722024917602539,2.7620577812194824,2.764779806137085,49.50706314191811,35.57632967488411,0.6493165980536364,28048,15
rp_20,0.0031402111053466797,3.60239577293396,3.6055359840393066,43.515288792782755,31.607180169809162,0.7290653046962685,28048,20
rp_25,0.0033550262451171875,4.460015058517456,4.463370084762573,42.59455553740712,30.873286762516912,0.7404093386245156,28048,25
rp_5,0.0023512840270996094,0.9699838161468506,0.9723351001739502,67.56912929304893,49.20316227833791,0.34675284295508646,28048,5
sub_10,0.0022783279418945312,0.4740328788757324,0.47631120681762695,13.387412075790694,6.693933721355595,0.9743566862365581,2804,119
sub_25,0.002717256546020508,1.3473951816558838,1.3501124382019043,11.63682051843306,5.859030601065298,0.9806246500557166,7012,119
sub_50,0.005450010299682617,2.897279977798462,2.9027299880981445,10.712380313217574,5.449543431898871,0.9835807676523273,14024,119
