model,1,12,24,3,6
Naive,30.617581499440146,75.4470118859985,90.92859894219507,45.46500681820124,60.07334475378995
RandomForest,17.642259112573473,63.80220682349973,71.90665882452598,36.05342455086601,50.61687719116583
XGBoost,17.668170631263973,63.826172997788476,71.43342948614794,37.17358238596671,51.07199278220656
